Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"And there are certainly athletes who wish they could have done better. To these sportsmen and women, I say  failure makes future success even sweeter; so, stay in the fight and know that Singapore will always be rooting for you.",4,373,2023-07-06-T-013-S-00373
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"To this end, I want to express my support for the national Under-22 football team which could do with more support from everyone right now. A few results during the SEA Games may have been hard to swallow, but I look forward to Singapore football putting this tournament behind them.",5,374,2023-07-06-T-013-S-00374
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"There are a few sports that can unite Singaporeans nationally like football can. We saw that during the 2020 Suzuki Cup semi-final when the Lions, with the team down to eight men, fought hard, despite the odds. In doing so, they earned the respect of so many Singaporeans.",6,375,2023-07-06-T-013-S-00375
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Sportsmen and women have that incredible gift, the ability to lift their compatriots in a way very few expressions of human achievement can. That is the incredible unifying power of sports and why our athletes, regardless of their sport, play a huge role in nation-building and deserve our support and utmost respect.",7,376,2023-07-06-T-013-S-00376
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"On a more personal note, I would like to congratulate Aljunied-Hougang Town Councillor, Mr Francis Seet and his daughter Tiffany. Despite starting the sport of fencing only a few years ago, she brought home, as part of the foil team, a gold medal from the recent SEA Games.",8,377,2023-07-06-T-013-S-00377
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Madam, my contribution to this Motion is focused on the resolution of disputes between sports authorities and athletes. I speak with reference to one of my residents, SEA Games silver medalist, Soh Rui Yong, and his non-selection for the upcoming Asian Games in October.",9,378,2023-07-06-T-013-S-00378
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Right off the bat, it is important to recognise that there are certain obligations involved when an athlete competes under the national flag. There are rules to follow. However, as they are highly competitive individuals, it is not unusual to find that sports attract its fair share of the strong-minded and the strong-willed. In fact, this element of their character is sometimes the ""X"" factor that also pushes them to surpass their opponents.",10,379,2023-07-06-T-013-S-00379
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"History is replete with such headstrong characters, such as the great Muhammad Ali, whose showmanship both in and out of the ring and incredible ability combined to define him. To say that he routinely thumbed his nose at authority is probably an understatement. In March 1966, he consciously objected to being drafted to serve in the Vietnam War and earned the ire of those in authority, which he referred to as the ""white establishment"". His sense of universal justice was captured for posterity in his famous words, ""Why should they ask me to put on a uniform and go 10,000 miles from home and drop bombs and bullets on brown people in Vietnam, while so-called Negro people in Louisville are treated like dogs and denied simple human rights?""",11,380,2023-07-06-T-013-S-00380
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Arising from his personal stand against the war, he was systematically denied a boxing licence in every state in the US and stripped of his passport. As a result, he did not fight professionally from March 1967 to October 1970, when he was aged 25 to almost 29 – the best years of his sporting life – as his legal battle worked its way through the US criminal justice system until his conviction was overturned in 1971.",12,381,2023-07-06-T-013-S-00381
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"In many sports, people wear their hearts on their sleeves. In Singapore's recent past, national footballer Noh Alam Shah was one such individual. Whenever I can, like many Singaporeans, I make it a point to watch the Singapore Lions in action. Noh Alam Shah gave his heart and soul when in national colours. But he had a temperamental side and was involved in violent conduct – conduct which cannot be condoned. Once, he was banned by the Football Association of Singapore (FAS) from football for 12 months, with the sentence cut to seven months on appeal.",13,382,2023-07-06-T-013-S-00382
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Passion is not just restricted to athletes. After Singapore's 7-0 loss to Malaysia in football at the last SEA Games, much fan frustration was directed at the management team of FAS. One commentator on Instagram told the current FAS Acting President Bernard Tan to resign. Bernard Tan responded by challenging the individual to meet face-to-face, something he later apologised for.",14,383,2023-07-06-T-013-S-00383
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Given the emotions involved in sport and the popularity of football in Singapore, I can understand Mr Tan's passion, even as it was always going to be matched by some of our long-suffering football fans. We can all accept that sport ignites passions. We win together, we lose together, we celebrate together and we hurt together.",15,384,2023-07-06-T-013-S-00384
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"To this end, I wish to speak about the Singapore National Olympic Council (SNOC)'s non-selection of long distance runner Soh Rui Yong for the upcoming Asian Games.",16,385,2023-07-06-T-013-S-00385
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Rui Yong is the national record holder for the 5,000 metres, 10,000 metres, half marathon and marathon events. My last substantive communication with him was to congratulate him on his performance at the recently concluded SEA Games. Not only did he win silver for the 10,000 metres, he earned plaudits in Singapore and the region for a spontaneous display of sportsmanship, passing his own cup of water to his Indonesian opponent, whom he was in neck-to-neck with, when the Indonesian dropped his water bottle.",17,386,2023-07-06-T-013-S-00386
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Prior to the last SEA Games, Rui Yong was left out of the SEA Games by the SNOC in 2019 and 2022 for disciplinary reasons, when he was at the prime of his athletic life. He had previously won the gold medal for Singapore in the marathon at the SEA Games, both in 2015 and 2017. His latest non-selection will seriously curtail his ability to run and medal for Singapore ever again. Unlike fixed term suspensions for violent conduct or criminal offences, SNOC's blanket non-selection forces his sporting career into limbo for an unknown period.",18,387,2023-07-06-T-013-S-00387
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"From publicly available information, the latest non-selection for the Asian Games is a result of public comments he made online. Thirty-six pages of documents allegedly leaked to The Straits Times detailed posts and comments that SNOC took issue with. According to a Rice Media article dated 17 June this year which was titled, ""Soh Rui Yong isn't perfect and he should not have to be"", Rui Yong responded to SNOC's objection by removing the post in question. This did not placate SNOC and he was still not selected.",19,388,2023-07-06-T-013-S-00388
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"The same article says that Rui Yong was not given a chance to clarify his post before the SEA Games' Appeals Committee. He was quoted as saying, ""I look forward to proving myself on the track and I hope the Committee would see sense in putting me on the team for the Asian Games. And on my part, I also endeavour to be more careful.""",20,389,2023-07-06-T-013-S-00389
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"The Olympic Charter states that National Olympic Committees' selection of athletes shall not just be based on sporting performance, but an ability to serve as an example to the sporting youths of one's country. I wish to restate that it is not unreasonable for SNOC to expect our sportsmen and women to exhibit discipline. SNOC must have the authority to bar athletes after a disciplinary panel has heard the affected athlete out, consistent with the principles of natural justice. But I ask that SNOC take a more forgiving attitude towards Soh Rui Yong.",21,390,2023-07-06-T-013-S-00390
2023-07-06-T-013,Pritam Singh,Mr Pritam Singh (Aljunied),"Indeed, SNOC has a track record of forgiving athletes that have fallen short of being examples for our sporting youths and allowed them to compete for Singapore.",22,391,2023-07-06-T-013-S-00391
